repository,source,line,methods,declared_route_without_blueprint_prefix,handler
hfg-onboard,controllers/super_admin_controller.py,367,POST,/admin/vendors/<int:vendor_id>/team-access/staff,create_vendor_staff
hfg-onboard,controllers/super_admin_controller.py,383,PATCH,/admin/vendors/<int:vendor_id>/team-access/staff/<int:staff_id>,update_vendor_staff
hfg-onboard,controllers/super_admin_controller.py,393,DELETE,/admin/vendors/<int:vendor_id>/team-access/staff/<int:staff_id>,delete_vendor_staff
hfg-onboard,controllers/super_admin_controller.py,402,PUT,/admin/vendors/<int:vendor_id>/team-access/role-permissions,replace_vendor_role_permissions
hfg-onboard,controllers/super_admin_controller.py,418,POST,/admin/vendors/<int:vendor_id>/credentials/reset-pin,reset_vendor_pin
hfg-onboard,controllers/super_admin_controller.py,428,POST,/admin/vendors/<int:vendor_id>/credentials/reset-password,reset_vendor_password
hfg-onboard,controllers/super_admin_controller.py,442,POST,/admin/vendors/<int:vendor_id>/notifications/deactivation,send_vendor_deactivation_notification
hfg-onboard,controllers/super_admin_controller.py,454,GET,/admin/vendors/<int:vendor_id>/notifications/deactivation,vendor_deactivation_notification_summary
hfg-onboard,controllers/super_admin_controller.py,461,POST,/admin/vendors/<int:vendor_id>/notifications/request-info,send_vendor_information_request
hfg-onboard,controllers/super_admin_controller.py,477,POST,/admin/newsletters/preview,preview_newsletter
hfg-onboard,controllers/super_admin_controller.py,497,POST,/admin/newsletters/send,send_newsletter
hfg-onboard,controllers/super_admin_controller.py,519,POST,/admin/vendors/<int:vendor_id>/notifications/promotion/early-onboard,send_vendor_early_onboard_promotion
hfg-onboard,controllers/super_admin_controller.py,536,GET|POST,/promotions/early-onboard/claim,claim_early_onboard_promotion
hfg-onboard,controllers/super_admin_controller.py,567,GET,/admin/settlements/daily,get_daily_settlement_summary
hfg-onboard,controllers/super_admin_controller.py,581,POST,/admin/settlements/daily/settle,settle_vendor_daily
hfg-onboard,controllers/super_admin_controller.py,602,DELETE,/admin/vendors/<int:vendor_id>,deboard_vendor_admin
hfg-onboard,controllers/vendor_games.py,15,GET,/games/health,health_check
hfg-onboard,controllers/vendor_games.py,25,GET,/games/platforms,list_game_discovery_platforms
hfg-onboard,controllers/vendor_games.py,35,GET,/games/search,search_discovery_games
hfg-onboard,controllers/vendor_games.py,50,GET,/games/popular,popular_discovery_games
hfg-onboard,controllers/vendor_games.py,64,POST,/games/discovery-events,record_game_discovery_event
hfg-onboard,controllers/vendor_games.py,77,GET,/games/test-cloudinary,test_cloudinary_connection
hfg-onboard,controllers/vendor_games.py,135,POST,/games/add-image,add_cover_image
hfg-onboard,controllers/vendor_games.py,203,POST,/vendors/<int:vendor_id>/supported-games,add_supported_game
hfg-onboard,controllers/vendor_games.py,231,DELETE,/vendors/<int:vendor_id>/supported-games,delete_supported_game
hfg-onboard,controllers/vendor_games.py,249,GET,/vendors/<int:vendor_id>/supported-games,list_supported_games
hfg-onboard,controllers/vendor_games.py,265,GET,/games/<int:game_id>/vendors,list_vendors_for_game
hfg-onboard,controllers/vendor_games.py,282,POST,/games,create_game
hfg-onboard,controllers/vendor_games.py,309,POST,/games/batch,create_games_batch
hfg-onboard,controllers/vendor_games.py,352,GET,/games,get_all_games
hfg-user-onboard,app/__init__.py,110,OPTIONS,/api,api_preflight
hfg-user-onboard,app/__init__.py,110,OPTIONS,/api/<path:_path>,api_preflight
hfg-user-onboard,controllers/community_tournament_controller.py,184,GET,/health,community_health
hfg-user-onboard,controllers/community_tournament_controller.py,189,GET,/hosts/program,get_host_program
hfg-user-onboard,controllers/community_tournament_controller.py,194,GET,/tournaments,list_community_tournaments
hfg-user-onboard,controllers/community_tournament_controller.py,203,GET,/tournaments/<uuid:tournament_id>,get_community_tournament
hfg-user-onboard,controllers/community_tournament_controller.py,211,GET,/tournaments/public/<uuid:tournament_id>,get_public_community_tournament
hfg-user-onboard,controllers/community_tournament_controller.py,222,GET,/tournaments/public/<uuid:tournament_id>/status,get_public_community_tournament_status
hfg-user-onboard,controllers/community_tournament_controller.py,248,POST,/hosts/verification,submit_host_verification_request
hfg-user-onboard,controllers/community_tournament_controller.py,258,GET,/hosts/me/verification,get_my_host_verification
hfg-user-onboard,controllers/community_tournament_controller.py,265,PATCH,/admin/hosts/<uuid:verification_id>/verification,admin_review_host_verification
hfg-user-onboard,controllers/community_tournament_controller.py,275,GET,/admin/hosts/verifications,admin_list_host_verifications
hfg-user-onboard,controllers/community_tournament_controller.py,284,POST,/tournaments,create_community_tournament
hfg-user-onboard,controllers/community_tournament_controller.py,294,PATCH,/tournaments/<uuid:tournament_id>,update_community_tournament
hfg-user-onboard,controllers/community_tournament_controller.py,304,POST,/tournaments/<uuid:tournament_id>/cancel,cancel_community_tournament
hfg-user-onboard,controllers/community_tournament_controller.py,314,GET,/me/tournaments,list_my_community_tournaments
hfg-user-onboard,controllers/community_tournament_controller.py,326,POST,/tournaments/<uuid:tournament_id>/registrations,register_community_tournament
hfg-user-onboard,controllers/community_tournament_controller.py,365,DELETE,/tournaments/<uuid:tournament_id>/registrations/me,cancel_my_community_registration
hfg-user-onboard,controllers/community_tournament_controller.py,375,POST,/tournaments/<uuid:tournament_id>/registrations/close,close_community_tournament_registration
hfg-user-onboard,controllers/community_tournament_controller.py,385,POST,/tournaments/<uuid:tournament_id>/start,start_community_tournament
hfg-user-onboard,controllers/community_tournament_controller.py,395,GET,/tournaments/<uuid:tournament_id>/registrations,list_managed_community_registrations
hfg-user-onboard,controllers/community_tournament_controller.py,404,GET,/admin/payments/pending,admin_list_pending_community_payments
hfg-user-onboard,controllers/community_tournament_controller.py,413,GET,/admin/payments/duplicate-recoveries,admin_list_duplicate_payment_recoveries
hfg-user-onboard,controllers/community_tournament_controller.py,422,POST,/internal/payments/process-pending,process_pending_community_payment_queue
hfg-user-onboard,controllers/community_tournament_controller.py,431,POST,/internal/evidence/purge-expired,purge_expired_community_evidence_assets
hfg-user-onboard,controllers/community_tournament_controller.py,440,PATCH,/tournaments/<uuid:tournament_id>/registrations/<uuid:registration_id>,manage_community_registration
hfg-user-onboard,controllers/community_tournament_controller.py,449,POST,/tournaments/<uuid:tournament_id>/results,submit_community_result
hfg-user-onboard,controllers/community_tournament_controller.py,459,PATCH,/tournaments/<uuid:tournament_id>/results/<uuid:result_id>,verify_community_result
hfg-user-onboard,controllers/community_tournament_controller.py,469,GET,/tournaments/<uuid:tournament_id>/results,list_managed_community_results
hfg-user-onboard,controllers/community_tournament_controller.py,478,GET,/tournaments/<uuid:tournament_id>/results/overview,get_community_results_overview
hfg-user-onboard,controllers/community_tournament_controller.py,487,POST,/tournaments/<uuid:tournament_id>/winners,submit_community_winners
hfg-user-onboard,controllers/community_tournament_controller.py,497,GET,/tournaments/<uuid:tournament_id>/payouts,list_managed_community_payouts
hfg-user-onboard,controllers/community_tournament_controller.py,506,POST,/tournaments/<uuid:tournament_id>/disputes,create_community_dispute
hfg-user-onboard,controllers/community_tournament_controller.py,516,POST,/chat/firebase-token,create_community_dispute_chat_token
hfg-user-onboard,controllers/community_tournament_controller.py,525,GET,/tournaments/<uuid:tournament_id>/disputes,list_managed_community_disputes
hfg-user-onboard,controllers/community_tournament_controller.py,534,PATCH,/admin/disputes/<uuid:dispute_id>,admin_review_community_dispute
hfg-user-onboard,controllers/community_tournament_controller.py,544,GET,/admin/tournaments/<uuid:tournament_id>/disputes,admin_list_community_disputes
hfg-user-onboard,controllers/community_tournament_controller.py,553,POST,/admin/tournaments/<uuid:tournament_id>/matches/<uuid:match_id>/resolve-result,admin_resolve_community_match_result
hfg-user-onboard,controllers/community_tournament_controller.py,564,GET,/admin/tournaments/<uuid:tournament_id>/payouts,admin_list_community_payouts
hfg-user-onboard,controllers/community_tournament_controller.py,573,PATCH,/admin/tournaments/<uuid:tournament_id>/payouts/<uuid:payout_id>,admin_review_community_payout
hfg-user-onboard,controllers/community_tournament_controller.py,583,POST,/files,create_community_file_asset
hfg-user-onboard,controllers/community_tournament_controller.py,593,POST,/tournaments/<uuid:tournament_id>/evidence/upload-signature,create_community_evidence_upload_signature
hfg-user-onboard,controllers/community_tournament_controller.py,602,POST,/tournaments/<uuid:tournament_id>/evidence/upload,upload_community_evidence
hfg-user-onboard,controllers/community_tournament_controller.py,617,GET,/hosts/me/dashboard,get_community_host_dashboard
hfg-user-onboard,controllers/community_tournament_controller.py,626,GET,/tournaments/<uuid:tournament_id>/control-room,get_community_control_room
hfg-user-onboard,controllers/community_tournament_controller.py,635,POST,/tournaments/<uuid:tournament_id>/teams,create_community_team
hfg-user-onboard,controllers/community_tournament_controller.py,644,PUT,/tournaments/<uuid:tournament_id>/teams/<uuid:team_id>/roster,replace_community_team_roster
hfg-user-onboard,controllers/community_tournament_controller.py,653,POST,/tournaments/<uuid:tournament_id>/teams/<uuid:team_id>/members,invite_community_team_member
hfg-user-onboard,controllers/community_tournament_controller.py,662,POST,/tournaments/<uuid:tournament_id>/teams/<uuid:team_id>/invitation,respond_community_team_invitation
hfg-user-onboard,controllers/community_tournament_controller.py,671,GET,/tournaments/<uuid:tournament_id>/teams,list_community_teams
hfg-user-onboard,controllers/community_tournament_controller.py,679,GET,/tournaments/public/<uuid:tournament_id>/teams,list_public_community_teams
hfg-user-onboard,controllers/community_tournament_controller.py,691,PATCH,/tournaments/<uuid:tournament_id>/teams/<uuid:team_id>,manage_community_team
hfg-user-onboard,controllers/community_tournament_controller.py,700,POST,/tournaments/<uuid:tournament_id>/matches/generate,generate_community_matches
hfg-user-onboard,controllers/community_tournament_controller.py,709,POST,/tournaments/<uuid:tournament_id>/matches,create_manual_community_match
hfg-user-onboard,controllers/community_tournament_controller.py,717,GET,/tournaments/<uuid:tournament_id>/matches,list_community_matches
hfg-user-onboard,controllers/community_tournament_controller.py,729,GET,/tournaments/<uuid:tournament_id>/matches/private,list_private_community_matches
hfg-user-onboard,controllers/community_tournament_controller.py,742,GET,/tournaments/<uuid:tournament_id>/leaderboard,get_community_leaderboard
hfg-user-onboard,controllers/community_tournament_controller.py,754,PATCH,/tournaments/<uuid:tournament_id>/matches/<uuid:match_id>,manage_community_match
hfg-user-onboard,controllers/community_tournament_controller.py,763,GET,/tournaments/<uuid:tournament_id>/matches/<uuid:match_id>/result-state,get_community_match_result_state
hfg-user-onboard,controllers/community_tournament_controller.py,772,POST,/tournaments/<uuid:tournament_id>/matches/<uuid:match_id>/result-proposals,create_community_result_proposal
hfg-user-onboard,controllers/community_tournament_controller.py,781,POST,/tournaments/<uuid:tournament_id>/matches/<uuid:match_id>/result-proposals/<uuid:proposal_id>/accept,accept_community_result_proposal
hfg-user-onboard,controllers/community_tournament_controller.py,790,POST,/tournaments/<uuid:tournament_id>/matches/<uuid:match_id>/result-proposals/<uuid:proposal_id>/dispute,dispute_community_result_proposal
hfg-user-onboard,controllers/community_tournament_controller.py,799,POST,/tournaments/<uuid:tournament_id>/matches/<uuid:match_id>/result-submissions,submit_community_captain_result
hfg-user-onboard,controllers/community_tournament_controller.py,808,POST,/tournaments/<uuid:tournament_id>/announcements,create_community_announcement
hfg-user-onboard,controllers/community_tournament_controller.py,817,GET,/tournaments/<uuid:tournament_id>/announcements,list_community_announcements
hfg-user-onboard,controllers/community_tournament_controller.py,826,GET,/tournaments/<uuid:tournament_id>/audit-log,list_community_audit_log
hfg-user-onboard,controllers/community_tournament_controller.py,834,GET,/rules/template,get_community_rule_template
hfg-user-onboard,controllers/community_tournament_controller.py,844,GET,/tournaments/<uuid:tournament_id>/readiness,get_community_tournament_readiness
hfg-user-onboard,controllers/community_tournament_controller.py,853,POST,/tournaments/<uuid:tournament_id>/reviews,create_community_tournament_review
hfg-user-onboard,controllers/community_tournament_controller.py,861,GET,/hosts/<int:host_user_id>/profile,get_public_community_host_profile
hfg-user-onboard,controllers/community_tournament_controller.py,870,POST,/internal/operations/process-deadlines,process_community_operational_deadlines
hfg-user-onboard,controllers/event_controller.py,9,GET,/events,get_open_events
hfg-user-onboard,controllers/event_controller.py,20,GET,/events/<int:id>,get_event
hfg-user-onboard,controllers/event_controller.py,32,POST,/events/<int:id>/teams,create_team
hfg-user-onboard,controllers/event_controller.py,45,POST,/events/<int:id>/registrations,create_registration
hfg-user-onboard,controllers/event_controller.py,58,GET,/events/<int:id>/results,get_results
hfg-user-onboard,controllers/event_participation_controller.py,284,POST,/events/<uuid:event_id>/teams,create_team
hfg-user-onboard,controllers/event_participation_controller.py,323,POST,/events/<uuid:event_id>/teams/<uuid:team_id>/join,join_team
hfg-user-onboard,controllers/event_participation_controller.py,381,POST,/events/<uuid:event_id>/teams/<uuid:team_id>/invite,invite_user_to_team
hfg-user-onboard,controllers/event_participation_controller.py,463,POST,/events/<uuid:event_id>/teams/<uuid:team_id>/invites/<uuid:invite_id>/respond,respond_team_invite
hfg-user-onboard,controllers/event_participation_controller.py,570,DELETE,/events/<uuid:event_id>/teams/<uuid:team_id>/leave,leave_team
hfg-user-onboard,controllers/event_participation_controller.py,589,DELETE,/events/<uuid:event_id>/teams/<uuid:team_id>/members/<int:target_user_id>/force-remove,force_remove_team_member
hfg-user-onboard,controllers/event_participation_controller.py,682,POST,/events/<uuid:event_id>/register,register_team
hfg-user-onboard,controllers/event_participation_controller.py,760,POST,/payments/intent,make_payment_intent
hfg-user-onboard,controllers/event_participation_controller.py,803,POST,/payments/webhook,payment_webhook
hfg-user-onboard,controllers/event_participation_controller.py,880,POST,/payments/verify,verify_payment
hfg-user-onboard,controllers/event_participation_controller.py,1068,GET,/events/<uuid:event_id>/teams/<uuid:team_id>/members,get_team_members
hfg-user-onboard,controllers/event_participation_controller.py,1200,GET,/users/<int:user_id>/teams,get_user_teams
hfg-user-onboard,controllers/event_participation_controller.py,1263,GET,/users/<int:user_id>/tournaments/joined,get_user_joined_tournaments
hfg-user-onboard,controllers/event_public_controller.py,64,GET,/events/public,list_public_events
hfg-user-onboard,controllers/event_public_controller.py,236,GET,/gamers/<int:user_id>/profile,get_public_gamer_profile
hfg-user-onboard,controllers/event_public_controller.py,311,GET,/events/<uuid:event_id>,get_event
hfg-user-onboard,controllers/event_public_controller.py,472,GET,/events/<uuid:event_id>/leaderboard,get_event_leaderboard
hfg-user-onboard,controllers/event_public_controller.py,672,GET,/events/<uuid:event_id>/results/provisional,get_event_provisional_results
hfg-user-onboard,controllers/review_controller.py,114,POST,/reviews,create_review
hfg-user-onboard,controllers/review_controller.py,183,PATCH,/reviews/<uuid:review_id>,edit_review
hfg-user-onboard,controllers/review_controller.py,223,GET,/vendors/<int:vendor_id>/reviews,list_reviews
hfg-user-onboard,controllers/review_controller.py,268,GET,/vendors/<int:vendor_id>/reviews/summary,reviews_summary
hfg-user-onboard,controllers/review_controller.py,279,GET,/internal/vendors/<int:vendor_id>/reviews,internal_list_reviews
hfg-user-onboard,controllers/review_controller.py,319,GET,/internal/vendors/<int:vendor_id>/reviews/summary,internal_reviews_summary
hfg-user-onboard,controllers/review_controller.py,326,PATCH,/internal/reviews/<uuid:review_id>/response,internal_respond_review
hfg-user-onboard,controllers/review_controller.py,351,PATCH,/internal/reviews/<uuid:review_id>/status,internal_update_review_status
hfg-user-onboard,controllers/tournament_engine_controller.py,104,GET,/events/<uuid:event_id>/matches,list_event_matches
hfg-user-onboard,controllers/tournament_engine_controller.py,116,POST,/events/<uuid:event_id>/teams/<uuid:team_id>/check-in,check_in_team
hfg-user-onboard,controllers/tournament_engine_controller.py,130,POST,/events/<uuid:event_id>/matches/<uuid:match_id>/confirm,confirm_match
hfg-user-onboard,controllers/tournament_engine_controller.py,152,POST,/events/<uuid:event_id>/matches/<uuid:match_id>/result-submissions,submit_match_result
hfg-user-onboard,controllers/tournament_engine_controller.py,207,POST,/events/<uuid:event_id>/matches/<uuid:match_id>/disputes,open_match_dispute
hfg-user-onboard,controllers/tournament_engine_controller.py,231,POST,/events/<uuid:event_id>/matches/<uuid:match_id>/veto,add_map_veto
hfg-user-onboard,controllers/user_controller.py,605,POST,/notify-user,notify_user
hfg-user-onboard,controllers/user_controller.py,764,POST,/cron/notifications/daily,cron_trigger_daily_notifications
hfg-user-onboard,controllers/user_controller.py,819,GET,/cron/notifications/jobs/<int:job_id>,get_notification_dispatch_job
hfg-user-onboard,controllers/user_controller.py,830,GET,/cron/notifications/failures,list_notification_dispatch_failures
hfg-user-onboard,controllers/user_controller.py,849,GET,/cron/notifications/failures/summary,notification_dispatch_failures_summary
hfg-user-onboard,controllers/user_controller.py,876,PATCH,/cron/notifications/failures/<int:failure_id>/unblock,unblock_notification_dispatch_failure
hfg-user-onboard,controllers/user_controller.py,892,POST,/users,create_user
hfg-user-onboard,controllers/user_controller.py,1061,POST,/users/register-fcm-token,register_fcm_token
hfg-user-onboard,controllers/user_controller.py,1093,DELETE,/users,delete_user_id
hfg-user-onboard,controllers/user_controller.py,1175,POST,/users/restore,restore_deleted_user
hfg-user-onboard,controllers/user_controller.py,1291,POST,/internal/users/purge-deleted,purge_soft_deleted_users
hfg-user-onboard,controllers/user_controller.py,1318,GET,/users,get_user
hfg-user-onboard,controllers/user_controller.py,1372,GET,/users/phone/registered,get_registered_phone_status
hfg-user-onboard,controllers/user_controller.py,1428,PUT,/users/phone,update_registered_phone
hfg-user-onboard,controllers/user_controller.py,1509,GET,/users/fid/<string:user_fid>,get_user_by_fid_auth
hfg-user-onboard,controllers/user_controller.py,1582,GET,/users/search,search_users
hfg-user-onboard,controllers/user_controller.py,1726,POST,/users/create-voucher,create_voucher_for_referral_points
hfg-user-onboard,controllers/user_controller.py,1752,GET,/users/voucher,get_voucher_by_user
hfg-user-onboard,controllers/user_controller.py,1775,GET,/users/hash-coins,get_user_hash_coins
hfg-user-onboard,controllers/user_controller.py,1819,POST,/users/hash-coins,add_hash_coins
hfg-user-onboard,controllers/user_controller.py,1869,GET,/users/wallet,get_wallet_balance_auth
hfg-user-onboard,controllers/user_controller.py,1895,POST,/users/wallet,add_wallet_balance
hfg-user-onboard,controllers/user_controller.py,1987,POST,/user/purchase_pass,user_purchase_pass
hfg-user-onboard,controllers/user_controller.py,2065,GET,/users/transactions,user_transaction_history
hfg-user-onboard,controllers/user_controller.py,2118,GET,/user/available_passes,user_available_passes
hfg-user-onboard,controllers/user_controller.py,2184,GET,/user/all_passes,user_all_passes
hfg-user-onboard,controllers/user_controller.py,2226,GET,/user/passes,user_passes
hfg-user-onboard,controllers/user_controller.py,2269,GET,/user/passes/history,user_passes_history
hfg-user-onboard,controllers/user_controller.py,2300,GET,/passes/<int:pass_id>,pass_details
hfg-user-onboard,controllers/user_controller.py,2328,GET,/vendor/<int:vendor_id>/extras/categories,get_extra_service_categories
hfg-user-onboard,controllers/user_controller.py,2353,GET,/vendor/<int:vendor_id>/extras/category/<int:category_id>/menus,get_extra_service_menus
hfg-user-onboard,controllers/user_controller.py,2388,GET,/vendor/<int:vendor_id>/extras/category/<int:category_id>/menu/<int:menu_id>,get_extra_service_menu_item
hfg-user-onboard,controllers/user_controller.py,2425,GET,/vendor/<int:vendor_id>/extraService,get_extra_service
hfg-user-onboard,controllers/user_controller.py,2491,GET,/getAllFCMToken,get_all_fcm
hfg-user-onboard,controllers/user_controller.py,2519,GET,/user/<int:user_id>/available_passes,get_user_available_passes_by_id
hfg-user-onboard,controllers/user_controller.py,2600,GET,/users/notifications,list_user_notifications
hfg-user-onboard,controllers/user_controller.py,2662,PATCH,/users/notifications/<uuid:notification_id>/read,mark_notification_read
hfg-user-onboard,controllers/user_controller.py,2685,POST,/users/notifications/demo,trigger_demo_notification
